#group,false,false,true,true,false,true,true,true,true,false,false,false,false,false,false,false,false,false
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,double,string,double,double,string,double,double,double,double
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_measurement,device_id,enrichment_status,schema_version,current,device_type_field,energy_kwh,frequency,location_field,power,power_factor,voltage,voltage_l
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T11:10:50Z,device_telemetry,TD-1,success,v1,14.67,Active-Device,10.4,50.23,Obeya-Kormangala,8128.138,0.7964,232.3,402.15
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T11:11:11Z,device_telemetry,TD-1,success,v1,14.58,Active-Device,10.5,50.247,Obeya-Kormangala,8042.595,0.7952,232.34,402.24
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T11:11:32Z,device_telemetry,TD-1,success,v1,14.62,Active-Device,10.5,50.247,Obeya-Kormangala,8073.91,0.7946,232.54,402.68
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T11:11:52Z,device_telemetry,TD-1,success,v1,14.6,Active-Device,10.6,50.23,Obeya-Kormangala,8068.581,0.7982,232.31,402.24
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T11:12:13Z,device_telemetry,TD-1,success,v1,14.57,Active-Device,10.6,50.214,Obeya-Kormangala,8061.333,0.8001,231.57,400.97
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T11:12:34Z,device_telemetry,TD-1,success,v1,14.6,Active-Device,10.6,50.23,Obeya-Kormangala,8074.06,0.7982,231.64,401.41
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T11:12:54Z,device_telemetry,TD-1,success,v1,14.55,Active-Device,10.7,50.214,Obeya-Kormangala,8038.715,0.7977,231.65,401.23
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T11:13:14Z,device_telemetry,TD-1,success,v1,14.57,Active-Device,10.7,50.214,Obeya-Kormangala,8046.702,0.7983,231.63,401.15
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T11:13:35Z,device_telemetry,TD-1,success,v1,14.58,Active-Device,10.8,50.222,Obeya-Kormangala,8059.483,0.7989,231.45,401.02
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T11:13:56Z,device_telemetry,TD-1,success,v1,14.52,Active-Device,10.8,50.23,Obeya-Kormangala,8018.277,0.7994,231.42,400.81
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T11:14:17Z,device_telemetry,TD-1,success,v1,14.52,Active-Device,10.9,50.247,Obeya-Kormangala,8027.371,0.7991,231.37,400.85
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T11:14:37Z,device_telemetry,TD-1,success,v1,14.53,Active-Device,10.9,50.247,Obeya-Kormangala,8031.221,0.7999,231.45,400.67
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T11:14:58Z,device_telemetry,TD-1,success,v1,14.52,Active-Device,11,50.222,Obeya-Kormangala,8029.677,0.7997,231.37,400.6
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T11:15:18Z,device_telemetry,TD-1,success,v1,14.52,Active-Device,11,50.214,Obeya-Kormangala,8028.811,0.7997,231.09,400.4
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T11:15:39Z,device_telemetry,TD-1,success,v1,14.55,Active-Device,11.1,50.222,Obeya-Kormangala,8046.794,0.8,231.36,400.78
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T11:15:59Z,device_telemetry,TD-1,success,v1,14.6,Active-Device,11.1,50.23,Obeya-Kormangala,8086.763,0.7995,231.46,401.33
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T11:16:20Z,device_telemetry,TD-1,success,v1,14.66,Active-Device,11.1,50.222,Obeya-Kormangala,8123.382,0.7987,231.66,401.2
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T11:16:41Z,device_telemetry,TD-1,success,v1,14.65,Active-Device,11.2,50.222,Obeya-Kormangala,8087.454,0.7969,232.05,402.07
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T11:17:01Z,device_telemetry,TD-1,success,v1,14.59,Active-Device,11.2,50.214,Obeya-Kormangala,8045.125,0.7944,232.13,402.15
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T11:17:22Z,device_telemetry,TD-1,success,v1,14.58,Active-Device,11.3,50.222,Obeya-Kormangala,8033.716,0.795,231.98,401.94
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T11:17:43Z,device_telemetry,TD-1,success,v1,14.6,Active-Device,11.3,50.197,Obeya-Kormangala,8036.655,0.7906,232.13,403.22
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T11:18:03Z,device_telemetry,TD-1,success,v1,14.55,Active-Device,11.4,50.188,Obeya-Kormangala,8011.555,0.7932,232.28,402.52
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T11:18:24Z,device_telemetry,TD-1,success,v1,14.57,Active-Device,11.4,50.172,Obeya-Kormangala,8014.014,0.7936,232.33,402.16
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T11:18:45Z,device_telemetry,TD-1,success,v1,14.61,Active-Device,11.5,50.172,Obeya-Kormangala,8054.566,0.7957,232.14,402.12
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T11:19:05Z,device_telemetry,TD-1,success,v1,14.66,Active-Device,11.5,50.163,Obeya-Kormangala,8080.271,0.795,232.36,402.48
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T11:19:26Z,device_telemetry,TD-1,success,v1,14.63,Active-Device,11.6,50.155,Obeya-Kormangala,8063.621,0.7946,232.12,402.28
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T11:19:47Z,device_telemetry,TD-1,success,v1,14.65,Active-Device,11.6,50.13,Obeya-Kormangala,8074.413,0.7943,232.18,402.25
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T11:20:07Z,device_telemetry,TD-1,success,v1,14.64,Active-Device,11.7,50.121,Obeya-Kormangala,8090.089,0.7982,232.19,401.64
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T11:20:28Z,device_telemetry,TD-1,success,v1,14.66,Active-Device,11.7,50.13,Obeya-Kormangala,8098.095,0.7986,231.65,401.37
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T11:20:49Z,device_telemetry,TD-1,success,v1,14.67,Active-Device,11.8,50.138,Obeya-Kormangala,8125.515,0.8009,231.54,401.11
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T11:21:09Z,device_telemetry,TD-1,success,v1,14.63,Active-Device,11.8,50.121,Obeya-Kormangala,8078.056,0.7973,231.56,401.54
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T11:21:30Z,device_telemetry,TD-1,success,v1,14.66,Active-Device,11.8,50.113,Obeya-Kormangala,8100.315,0.7971,231.83,401.34
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T11:21:50Z,device_telemetry,TD-1,success,v1,14.61,Active-Device,11.9,50.071,Obeya-Kormangala,8047.258,0.7955,231.68,401.28
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T11:22:10Z,device_telemetry,TD-1,success,v1,14.65,Active-Device,11.9,50.088,Obeya-Kormangala,8077.907,0.794,231.62,401.94
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T11:22:31Z,device_telemetry,TD-1,success,v1,14.65,Active-Device,12,50.088,Obeya-Kormangala,8069.407,0.7933,232.26,402.16
,,0,2026-03-26T09:30:00Z,2026-03-26T12:00:00Z,2026-03-26T11:22:51Z,device_telemetry,TD-1,success,v1,14.63,Active-Device,12,50.096,Obeya-Kormangala,8017.456,0.7925,232.28,401.62

